movie_id,user_name,rating,comment_time,comment_info,votes_num,user_url,comment_date
34841067,蛋黄已跑路,3.0,2021-02-12 10:39:37,沈腾的戏份约等于欢乐颂男主，其他不评论,10398,https://www.douban.com/people/157383058/,2021-02-12
34841067,大隐隐于没注销,,2021-02-12 13:00:53,"这次感受注定是感性压倒理性的，所以就不打分了。
贾玲还是适合做小品，她的表演方式、她的叙事能力都更适合能和观众互动的、短小精炼的舞台而不是要被观众一帧一帧检视的电影。更何况她非科班出身，参与电影项目也不多，要执导筒讲故事就更是自曝其短。
这是一部非常开心麻花式的片子，如果你喜欢《夏洛特烦恼》那么可以去看看，如果是抱着宁浩电影的期待那就赶紧睡个回笼觉，或者喝杯咖啡把瞌睡醒醒。
但说一千道一万，《你好李焕英》只能是贾玲来演、贾玲来导，它是贾玲自己的情感寄托和内心牵挂。哪怕在我觉得很尬的场景里，她对母亲的爱意和思念都饱满到要冲出屏幕来逼我落泪。我也确实掉了眼泪，在大年初一这天。
这种情绪不是浓汤宝能兑出来的煽情，哪怕我和她的人生轨迹并不相同，但我也在电影院里体会了一把贾玲的过往青春。",11774,https://www.douban.com/people/momopeach/,2021-02-12
34841067,韦斯安徒生,3.0,2021-02-12 11:20:22,贾玲水平有限，奈何感情无比真挚。虽然结尾让我哭的稀里哗啦，但也没能改变前半段就是个低配版夏洛特烦恼的状况。,4055,https://www.douban.com/people/80797429/,2021-02-12
34841067,Augenstern,5.0,2021-02-12 10:10:39,贾玲：我给你们讲个笑话，你们别哭。,22777,https://www.douban.com/people/domisodagreen/,2021-02-12
34841067,Raremore,5.0,2021-02-12 17:09:11,"“我宝”那句出来的时候真的直接泪奔
我以为只有我回到了1981,我以为我可以牺牲我自己改变你往后的命运，我以为你可以更幸福的，我没想到你愿意过的就是摊上我的这一生😭",18743,https://www.douban.com/people/205525018/,2021-02-12
34841067,Sanny,3.0,2021-02-12 12:18:00,这完全是贾玲拍给自己的作品，不是拍给观众的，充满了个人的执念。,3565,https://www.douban.com/people/mei1988/,2021-02-12
34841067,pi1905,4.0,2021-02-12 13:06:41,你以为你已经很爱很爱妈妈了，但妈妈远比你想象中更爱更爱更爱你。,46195,https://www.douban.com/people/pi1905/,2021-02-12
34841067,温岭阿浪,5.0,2021-02-12 10:58:36,"国产+喜剧+催泪＝烂片，这是豆瓣一贯的规律，因此我知道自己的评分一定不会公允，这里有掺杂太多我的主观感受：有生以来第一次在电影院哭得泣不成声。
昨晚是除夕，我和妈妈大吵了一架。她气得直骂我没良心、白眼狼，我爸也心寒地把我妈牵到楼下，说不指望以后让我给他们养老。
凌晨的时候，我给我妈朋友圈的拜年视频点了个赞，并发给她一个拜年红包，和她说“今晚我脾气不好，你别往心里去”我妈收下红包，给我发来好多幸福快乐的祝福。
今天看到这电影，许多情节点都让我泪眼婆娑，直到女儿明白真相后，一路奔跑的那一段蒙太奇，我极力掩着眼泪，把哭声压到最小。
观影是一个创作者通过作品感染观众的过程，无论它是否合乎艺术规律，只要能让观众感动，它就值得那个观众为它叫好，不必因为它是国产片就舍不得掌声。",17731,https://www.douban.com/people/173219899/,2021-02-12
34841067,𓆝𓆟𓆜𓆞𓆡,5.0,2021-02-12 11:24:50,感谢编剧没有让李焕英以少胜多赢下排球赛。这个剧其实好就好在它的质朴情感上。没有什么输赢胜负，也没有什么人生逆袭改变命运。穿越回来只为了让你开心。不完美的小人物在闪闪发光。,13125,https://www.douban.com/people/42366706/,2021-02-12
34841067,vc,4.0,2021-02-12 10:22:31,有笑有泪的，不明白陈赫这个人物有什么作用，完全多余,21713,https://www.douban.com/people/152307500/,2021-02-12
34841067,Ne.,5.0,2021-02-12 12:00:45,真诚打动内心，没办法客观评价,12793,https://www.douban.com/people/205279679/,2021-02-12
34841067,豆川,3.0,2021-02-13 21:31:47,前一个小时强行塞包袱，后面干嚎占二十分钟。。。,2103,https://www.douban.com/people/185469571/,2021-02-13
34841067,私享史,3.0,2021-02-12 23:48:48,"7分。豆瓣8.2分我是真觉得过分了，就电影论电影的话，贾玲这部作品最大的问题在于它不太像电影（但也确实比小品形态提升了不少）。如果无视这一点，主要凭是否感动或者哭了多少眼泪来评价它的优劣，那就好比让情色片与AV同台竞技，主要凭观众生理反应的指标来评价优劣。 
同样是女性导演的亲情题材，许鞍华《桃姐》8.3分，张艾嘉《相爱相亲》8.4分，就是把贾玲纪念母亲的真诚用心全算上，它跟蒋雯丽《我们天上见》——同样演员出身的导演处女作，同样纪念自己至亲——也差了几条街，后者的确是一部电影，蒋雯丽之后没再做导演让我觉得可惜，而贾玲如果之后再做导演我只会觉得她是飘了。
如果你只是把它当成一件商品，那么眼泪的容量可以跟商品的质量成正比。如果你还把它当成一件艺术品，那么真诚只是优秀艺术品的要素之一，技巧和手法同等重要。",1806,https://www.douban.com/people/Uvo/,2021-02-12
34841067,豌豆仁儿,4.0,2021-02-12 10:45:46,能理解贾玲执意拍这部电影，在惹妈妈生气了十几年终于有能力回报妈妈的时候，妈妈离自己而去，这种无能无力的遗憾感实在是太难受了。她不是因为想当导演拍了这部电影，而是因为想拍这部给妈妈的电影才当导演。今年没回家过年，想给我妈打个电话，告诉她等等我，过两天就回去看她了。,15306,https://www.douban.com/people/61028765/,2021-02-12
34841067,Unhinged,3.0,2021-02-15 11:31:33,8.3分绝对是太不正常了。《李焕英》你不能说它差，但也绝对称不上好，只是前些年综艺大电影版的变形罢了。主题选择了“子欲养而亲不在”，表达上却仅限于一味的情感宣泄，里面其实你很难找出一个完整鲜活的角色，母、女也只是传统文化几千年来堆砌出来的固定形象，除了伟大和孝顺找不到更多的形容词。,1207,https://www.douban.com/people/54664213/,2021-02-15
34841067,王大根,3.0,2021-02-13 17:42:05,其实还是小品段子电影，最大的梗电影看得稍多些的观众一早就能猜到，但胜在有真感情，没有绝大部分国产喜剧那股鸡贼味。这片或许确实只能由贾玲自己来拍，换别的导演，就算拍得更成熟、更电影，恐怕也达不到现在的效果，或者说，就会是另一个故事了。,791,https://www.douban.com/people/diewithme/,2021-02-13
